"CODICE RDS";"DESCRIZIONE";;"N.ORDINE RDS";"ANNO ";"RIGA ORDINE";"CODICE CLIENTE ";"CLIENTE";"UM";"Q.TA'ORDINATA";"Q.TA RESIDUA";"DATA CONSEGNA";"VALORE";"DEPOSITO";"CODICE CLIENTE";"N.ORD.CLIENTE";"CONSEGNA RICHIESTA";
"A288000";"GIOVE COMPASSO ESTERNO DX";"7ST30EA7395 <1185>";"A0000082";2018;1;8005095;"GIVAS SRL";"PZ";1000;1000;07/09/2018;1818;1;"7ST30EA7395";390;15/05/2018;" "
"A288010";"GIOVE COMPASSO ESTERNO SX";"7ST30EA7400 <1185>";"A0000082";2018;2;8005095;"GIVAS SRL";"PZ";1000;1000;07/09/2018;1818;1;"7ST30EA7400";390;15/05/2018;" "
"A288020";"GIOVE COMPASSO INTERNO DX";"7ST30EA7405 <1186>";"A0000082";2018;3;8005095;"GIVAS SRL";"PZ";1000;1000;08/09/2018;1945;1;"7ST30EA7405";390;15/05/2018;" "
"A288030";"GIOVE COMPASSO INTERNO SX";"7ST30EA7410 <1186>";"A0000082";2018;4;8005095;"GIVAS SRL";"PZ";1000;1000;08/09/2018;1945;1;"7ST30EA7410";390;15/05/2018;" "
"A288040";"GIOVE STAFFA LETTO DX";"7ST30EA7415 <1187>";"A0000082";2018;5;8005095;"GIVAS SRL";"PZ";1000;1000;08/09/2018;1199;1;"7ST30EA7415";390;15/05/2018;" "
"A288050";"GIOVE STAFFA LETTO SX";"7ST30EA7420 <1187>";"A0000082";2018;6;8005095;"GIVAS SRL";"PZ";1000;1000;08/09/2018;1199;1;"7ST30EA7420";390;15/05/2018;" "
"A288060";"GIOVE STAFFA SPONDA DX";"7ST30EA7425 <1187>";"A0000082";2018;7;8005095;"GIVAS SRL";"PZ";1000;1000;08/09/2018;997;1;"7ST30EA7425";390;15/05/2018;" "
"A288070";"GIOVE STAFFA SPONDA SX";"7ST30EA7430 <1187>";"A0000082";2018;8;8005095;"GIVAS SRL";"PZ";1000;1000;08/09/2018;997;1;"7ST30EA7430";390;15/05/2018;" "
"A288104";"SUPPORTO IN ALLUMINIO 3M 4FIL.";"<1190>";"A0000428";2018;1;8004950;"VIMAR SPA";"PZ";1000;1000;17/09/2018;4697;1;"38941002A0";4500141880;" ";" "
"A288180";"FLANGIA GR45 SMT-AC 10954-V1";" ";"A0000389";2018;1;8005063;"SETTIMA MECCANICA  SRL";"PZ";1000;1000;29/06/2018;5433;1;"MPFUSALFL45SMTAC";2362;" ";" "
"A288220";"MOUNTING FLANGE KS3.2 MACH";"A5E42935250    MACHINED";"A0000067";2018;1;9010758;"SIEMENS AG";"PZ";10;10;28/05/2018;69.7;1;"A5E42935250";2101898226;" ";" "
"A288220";"MOUNTING FLANGE KS3.2 MACH";"A5E42935250    MACHINED";"A0000234";2018;1;9010758;"SIEMENS AG";"PZ";50;50;15/06/2018;356;1;"A5E42935250";2101916819;" ";" "
"A288221";"MOUNTING FLANGE KS3.1 MACH";"A5E42935251    MACHINED";"A0000067";2018;2;9010758;"SIEMENS AG";"PZ";20;20;28/05/2018;137.4;1;"A5E42935251";2101898226;" ";" "
"A288221";"MOUNTING FLANGE KS3.1 MACH";"A5E42935251    MACHINED";"A0000234";2018;2;9010758;"SIEMENS AG";"PZ";450;450;15/06/2018;3159;1;"A5E42935251";2101916819;" ";" "
"A288230";"MOUNTING FLANGE KS4.1 MACH";"A5E42467454    <1202>";"A0000299";2018;2;9010758;"SIEMENS AG";"PZ";500;500;15/06/2018;3555;1;"A5E42467454";2101921946;" ";" "
"A288230";"MOUNTING FLANGE KS4.1 MACH";"A5E42467454    MACHINED";"A0000068";2018;1;9010758;"SIEMENS AG";"PZ";10;10;28/05/2018;71;1;"A5E42467454";2101898225;" ";" "
"A288231";"MOUNTING FLANGE KS4.2 MACH";"A5E42485203      <1202>";"A0000299";2018;1;9010758;"SIEMENS AG";"PZ";1000;1000;15/06/2018;6030;1;"A5E42485203";2101921946;" ";" "
"A288231";"MOUNTING FLANGE KS4.2 MACH";"A5E42485203      MACHINED";"A0000068";2018;2;9010758;"SIEMENS AG";"PZ";20;20;28/05/2018;120.4;1;"A5E42485203";2101898225;" ";" "
"A288260";"SPORTELLO SBLOCCO 119BV932";"<1180>";"S0000053";2018;12;8004303;"CAME SPA";"PZ";8400;8400;01/06/2018;6468;1;"119BV932";"PROGRAMMA";" ";" "
"A288260";"SPORTELLO SBLOCCO 119BV932";"<1180>";"A0000456";2018;7;8004303;"CAME SPA";"PZ";4200;1052;20/06/2018;810.04;1;"119BV932";5120045726;" ";" "
"A288260";"SPORTELLO SBLOCCO 119BV932";"<1180>";"S0000065";2018;10;8004303;"CAME SPA";"PZ";8400;8400;01/07/2018;6468;1;"119BV932";"PROGRAMMA";" ";" "
"A288260";"SPORTELLO SBLOCCO 119BV932";"<1180>";"S0000067";2018;10;8004303;"CAME SPA";"PZ";8400;8400;01/09/2018;6468;1;"119BV932";"PROGRAMMA";" ";" "
"A288270";"SUPPORTO TENDITORE BOSCH";"10200969<1205>";"A0000262";2018;1;8005052;"PETRONE OLEODINAMICA SRL";"PZ";1200;12;11/05/2018;49.2;1;10200969;45;" ";" "
"A288320";"ANSCHLUSSFLANSCH RP 3/4  101";"13 5";"A0000221";2018;1;8005110;"FRIULPRESS Samp  SPA";"PZ";24000;3686;07/05/2018;2864.02;1;152002110;" ";30/04/2018;" "
"A288351";"CORPO FR62 B5-B5 2X1/8""+SFIATO";701500113;"A0000358";2018;2;8005082;"FILTREC SPA";"PZ";10;1;18/05/2018;7.5;1;701500113;" ";" ";" "
"A288352";"CORPO FR62- B6-B5 2X1/8"" SFIAT";701500115;"A0000358";2018;3;8005082;"FILTREC SPA";"PZ";35;1;18/05/2018;7.5;1;701500115;" ";" ";" "
"A288360";"CORPO FR62 B4 + 2X1/8""";701500099;"A0000358";2018;4;8005082;"FILTREC SPA";"PZ";35;1;18/05/2018;7.5;1;701500099;" ";" ";" "
"A288361";"CORPO FR62 B4-B3 2X1/8"" SFIATO";701500111;"A0000358";2018;5;8005082;"FILTREC SPA";"PZ";35;1;18/05/2018;7.5;1;701500111;" ";" ";" "
"A288371";"CORPO FR64 B64 B6 + 2x1/8""";701500104;"A0000358";2018;7;8005082;"FILTREC SPA";"PZ";10;1;18/05/2018;7.5;1;701500104;" ";" ";" "
"A288373";"CORPO FR64 B6-B5 2X1/8""+SFIATO";701500116;"A0000358";2018;9;8005082;"FILTREC SPA";"PZ";35;1;18/05/2018;7.5;1;701500116;" ";" ";" "
"A288380";"CORPO FR64 B4 + 2X1/8""";701500100;"A0000358";2018;10;8005082;"FILTREC SPA";"PZ";35;1;18/05/2018;7.5;1;701500100;" ";" ";" "
"A288381";"CORPO FR64 B4-B3 + SFIATO";701500121;"A0000358";2018;11;8005082;"FILTREC SPA";"PZ";35;1;18/05/2018;7.5;1;701500121;" ";" ";" "
"A500550";"RUOTA z46 m1,25";"<2350>";"P0000103";2018;3;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";1500;1500;05/10/2018;892.5;1;"/ZPCAR03 RUOT";"A80330";06/07/2018;" "
"A501010";"COPERCHIO GRANDE x SCORREVOLE";"CON SCRITTA KING <2418>";"P0000222";2018;75;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;1890;1;"DY COPG-001";164763;" ";" "
"A501010";"COPERCHIO GRANDE x SCORREVOLE";"CON SCRITTA KING <2418>";"P0000222";2018;76;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;1890;1;"DY COPG-001";164763;" ";" "
"A501010";"COPERCHIO GRANDE x SCORREVOLE";"CON SCRITTA KING <2418>";"P0000222";2018;20;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;1890;1;"DY COPG-001";164763;" ";" "
"A501010";"COPERCHIO GRANDE x SCORREVOLE";"CON SCRITTA KING <2418>";"P0000222";2018;77;8004806;"KING GATES SRL";"PZ";1000;1000;10/01/2019;1890;1;"DY COPG-001";164763;" ";" "
"A501020";"COPERCHIO LATERALE x SCORREVOL";"E cod. DY COPL-001 <2419>";"P0000058";2018;21;8004806;"KING GATES SRL";"PZ";1000;1000;05/07/2018;201;1;"DY COPL-001";164532;" ";" "
"A501020";"COPERCHIO LATERALE x SCORREVOL";"E cod. DY COPL-001 <2419>";"P0000222";2018;22;8004806;"KING GATES SRL";"PZ";2000;2000;01/08/2018;402;1;"DY COPL-001";164763;" ";" "
"A501020";"COPERCHIO LATERALE x SCORREVOL";"E cod. DY COPL-001 <2419>";"P0000222";2018;23;8004806;"KING GATES SRL";"PZ";2000;2000;01/09/2018;402;1;"DY COPL-001";164763;" ";" "
"A501020";"COPERCHIO LATERALE x SCORREVOL";"E cod. DY COPL-001 <2419>";"P0000222";2018;24;8004806;"KING GATES SRL";"PZ";2000;2000;01/10/2018;402;1;"DY COPL-001";164763;" ";" "
"A501020";"COPERCHIO LATERALE x SCORREVOL";"E cod. DY COPL-001 <2419>";"P0000222";2018;25;8004806;"KING GATES SRL";"PZ";2000;2000;02/11/2018;402;1;"DY COPL-001";164763;" ";" "
"A501030";"DISTANZIATORE x SCORREVOLE";"cod. DY DIST-001 <2420>";"P0000222";2018;27;8004806;"KING GATES SRL";"PZ";1000;1000;01/09/2018;299;1;"DY DIST-001";164763;" ";" "
"A501030";"DISTANZIATORE x SCORREVOLE";"cod. DY DIST-001 <2420>";"P0000222";2018;26;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;299;1;"DY DIST-001";164763;" ";" "
"A501050";"COPERCHIO CENTRALE ELETTRONICA";"cod. DY COEL-002 <2421>";"P0000222";2018;12;8004806;"KING GATES SRL";"PZ";1000;1000;01/07/2018;694;1;"DY COEL-002";164763;" ";" "
"A501050";"COPERCHIO CENTRALE ELETTRONICA";"cod. DY COEL-002 <2421>";"P0000222";2018;13;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;694;1;"DY COEL-002";164763;" ";" "
"A501060";"COPERCHIO SUPP. FINECORSA cod.";"DY COFC-001 <2422>";"P0000222";2018;14;8004806;"KING GATES SRL";"PZ";1000;1000;05/06/2018;128;1;"DY COFC-001";164763;" ";" "
"A501060";"COPERCHIO SUPP. FINECORSA cod.";"DY COFC-001 <2422>";"P0000222";2018;15;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;128;1;"DY COFC-001";164763;" ";" "
"A501060";"COPERCHIO SUPP. FINECORSA cod.";"DY COFC-001 <2422>";"P0000222";2018;16;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;128;1;"DY COFC-001";164763;" ";" "
"A501060";"COPERCHIO SUPP. FINECORSA cod.";"DY COFC-001 <2422>";"P0000222";2018;17;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;128;1;"DY COFC-001";164763;" ";" "
"A501070";"SUPPORTO FINECORSA cod.";"DY SUFC-001 <2422>";"P0000222";2018;32;8004806;"KING GATES SRL";"PZ";1000;1000;01/06/2018;107;1;"DY SUFC-001";164763;" ";" "
"A501070";"SUPPORTO FINECORSA cod.";"DY SUFC-001 <2422>";"P0000222";2018;33;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;107;1;"DY SUFC-001";164763;" ";" "
"A501070";"SUPPORTO FINECORSA cod.";"DY SUFC-001 <2422>";"P0000222";2018;34;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;107;1;"DY SUFC-001";164763;" ";" "
"A501070";"SUPPORTO FINECORSA cod.";"DY SUFC-001 <2422>";"P0000222";2018;35;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;107;1;"DY SUFC-001";164763;" ";" "
"A501080";"PIOLINO X MOLLA FINECORSA cod.";"DY PMFC-001 <2422>";"P0000222";2018;30;8004806;"KING GATES SRL";"PZ";1000;1000;01/06/2018;77;1;"DY PMFC-001";164763;" ";" "
"A501080";"PIOLINO X MOLLA FINECORSA cod.";"DY PMFC-001 <2422>";"P0000222";2018;28;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;77;1;"DY PMFC-001";164763;" ";" "
"A501080";"PIOLINO X MOLLA FINECORSA cod.";"DY PMFC-001 <2422>";"P0000222";2018;29;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;77;1;"DY PMFC-001";164763;" ";" "
"A501080";"PIOLINO X MOLLA FINECORSA cod.";"DY PMFC-001 <2422>";"P0000222";2018;31;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;77;1;"DY PMFC-001";164763;" ";" "
"A501090";"LINGUETTA COPRI SERRATURA cod.";"CO LINS-001 <2423>";"P0000222";2018;3;8004806;"KING GATES SRL";"PZ";2000;2000;01/08/2018;190;1;"CO LINS-001";164763;" ";" "
"A501090";"LINGUETTA COPRI SERRATURA cod.";"CO LINS-001 <2423>";"P0000222";2018;4;8004806;"KING GATES SRL";"PZ";2000;2000;02/11/2018;190;1;"CO LINS-001";164763;" ";" "
"A501100";"SUPPORTO COPRI SERRATURA cod.";"CO SUPL-001 <2423>";"P0000222";2018;5;8004806;"KING GATES SRL";"PZ";2000;2000;01/08/2018;216;1;"CO SUPL-001";164763;" ";" "
"A501100";"SUPPORTO COPRI SERRATURA cod.";"CO SUPL-001 <2423>";"P0000222";2018;6;8004806;"KING GATES SRL";"PZ";2000;2000;02/11/2018;216;1;"CO SUPL-001";164763;" ";" "
"A501780";"BOCCHETTONE AZIONAMENTO MICRO";"SK00B0B07 <2397>";"P0000397";2018;4;8004278;"MAZZER LUIGI S.P.A.";"PZ";2000;2000;15/07/2018;1134;1;"SKO0BOB07/QQQ";15591;" ";" "
"A503101";"CESTINO PORTAPOSATE 1091  NUOV";"O COLORE GRIGIO <19>";"P0000345";2018;1;8001705;"A.T.A.  SRL";"PZ";300;300;04/07/2018;93.3;1;1091;181646;" ";" "
"A503802";"TUBO TROPPO PIENO GRIGIO";"<763>";"P0000407";2018;1;8001705;"A.T.A.  SRL";"PZ";500;500;13/07/2018;386.5;1;6833;181879;04/07/2018;" "
"A505001";"CORONA UNIPARK **";"<1464>";"S0000067";2018;34;8004303;"CAME SPA";"PZ";500;500;01/09/2018;163;1;"119GM784";"PROGRAMMA";" ";" "
"A505101";"SATELLITE UNIPARK";-1465;"S0000053";2018;52;8004303;"CAME SPA";"PZ";3000;3000;01/06/2018;129;1;"119GM795";"PROGRAMMA";" ";" "
"A505101";"SATELLITE UNIPARK";-1465;"P0000339";2018;5;8004303;"CAME SPA";"PZ";3000;810;04/06/2018;34.83;1;"119GM795";4520143019;" ";" "
"A560002";"GRUPPO VENTURI +DIFFUSORI JE 8";"0-100 - 60Hz";"P0000328";2018;1;8003215;"EBARA PUMPS EUROPE S.p.A.";"PZ";1500;1500;06/07/2018;5869.5;1;342535049;1100160592;" ";" "
"A565101";"DISCO PER LETTORE OTTICO **";"<1546>";"S0000053";2018;9;8004303;"CAME SPA";"PZ";4000;4000;01/06/2018;772;1;"119BM315";"PROGRAMMA";" ";" "
"A565101";"DISCO PER LETTORE OTTICO **";"<1546>";"S0000065";2018;8;8004303;"CAME SPA";"PZ";4000;4000;01/07/2018;772;1;"119BM315";"PROGRAMMA";" ";" "
"A565101";"DISCO PER LETTORE OTTICO **";"<1546>";"P0000421";2018;2;8004303;"CAME SPA";"PZ";2000;2000;02/07/2018;386;1;"119BM315";4520146881;" ";" "
"A565101";"DISCO PER LETTORE OTTICO **";"<1546>";"S0000066";2018;6;8004303;"CAME SPA";"PZ";2000;2000;01/08/2018;386;1;"119BM315";"PROGRAMMA";" ";" "
"A565101";"DISCO PER LETTORE OTTICO **";"<1546>";"S0000067";2018;8;8004303;"CAME SPA";"PZ";6000;6000;01/09/2018;1158;1;"119BM315";"PROGRAMMA";" ";" "
"A565201";"COPERCHIO LETTORE OTTICO **";"<1546> imballo pz.1000";"S0000053";2018;10;8004303;"CAME SPA";"PZ";2000;2000;01/06/2018;386;1;"119BM316";"PROGRAMMA";" ";" "
"A565201";"COPERCHIO LETTORE OTTICO **";"<1546> imballo pz.1000";"A0000409";2018;1;8004303;"CAME SPA";"PZ";2000;2000;02/07/2018;386;1;"119BM316";4520143651;" ";" "
"A565201";"COPERCHIO LETTORE OTTICO **";"<1546> imballo pz.1000";"P0000382";2018;2;8004303;"CAME SPA";"PZ";2000;2000;16/07/2018;386;1;"119BM316";4520144772;" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"S0000053";2018;18;8004303;"CAME SPA";"PZ";3500;3500;01/06/2018;462;1;"119DM361";"PROGRAMMA";" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"P0000354";2018;1;8004303;"CAME SPA";"PZ";800;136;05/06/2018;17.95;1;"119DM361";4520143272;" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"P0000400";2018;5;8004303;"CAME SPA";"PZ";3600;3600;15/06/2018;475.2;1;"119DM361";4520145635;" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"P0000403";2018;1;8004303;"CAME SPA";"PZ";300;300;19/06/2018;39.6;1;"119DM361";4520145928;" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"S0000065";2018;16;8004303;"CAME SPA";"PZ";1600;1600;01/07/2018;211.2;1;"119DM361";"PROGRAMMA";" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"P0000422";2018;1;8004303;"CAME SPA";"PZ";300;300;03/07/2018;39.6;1;"119DM361";4520146882;" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"S0000066";2018;13;8004303;"CAME SPA";"PZ";1700;1700;01/08/2018;224.4;1;"119DM361";"PROGRAMMA";" ";" "
"A565801";"SUPPORTO MORSETTIERA";"<1220>";"S0000067";2018;16;8004303;"CAME SPA";"PZ";3200;3200;01/09/2018;422.4;1;"119DM361";"PROGRAMMA";" ";" "
"A566701";"CAVALLOTTO ASTA SBLOCCO EMEGA";"<1119>";"S0000053";2018;46;8004303;"CAME SPA";"PZ";1000;1000;01/06/2018;148;1;"119EM445A";"PROGRAMMA";" ";" "
"A566701";"CAVALLOTTO ASTA SBLOCCO EMEGA";"<1119>";"S0000065";2018;31;8004303;"CAME SPA";"PZ";1400;1400;01/07/2018;207.2;1;"119EM445A";"PROGRAMMA";" ";" "
"A566701";"CAVALLOTTO ASTA SBLOCCO EMEGA";"<1119>";"S0000066";2018;23;8004303;"CAME SPA";"PZ";400;400;01/08/2018;59.2;1;"119EM445A";"PROGRAMMA";" ";" "
"A566701";"CAVALLOTTO ASTA SBLOCCO EMEGA";"<1119>";"S0000067";2018;30;8004303;"CAME SPA";"PZ";1000;1000;01/09/2018;148;1;"119EM445A";"PROGRAMMA";" ";" "
"A566702";"CAVALLOTTO ASTA SBLOCCO EMEGA-";"M445B **  <1119>";"S0000053";2018;47;8004303;"CAME SPA";"PZ";2000;2000;01/06/2018;296;1;"119EM445B";"PROGRAMMA";" ";" "
"A566702";"CAVALLOTTO ASTA SBLOCCO EMEGA-";"M445B **  <1119>";"S0000065";2018;32;8004303;"CAME SPA";"PZ";2000;2000;01/07/2018;296;1;"119EM445B";"PROGRAMMA";" ";" "
"A566702";"CAVALLOTTO ASTA SBLOCCO EMEGA-";"M445B **  <1119>";"S0000066";2018;24;8004303;"CAME SPA";"PZ";2400;2400;01/08/2018;355.2;1;"119EM445B";"PROGRAMMA";" ";" "
"A569001";"RUOTA DI RINVIO";"<1260>";"S0000053";2018;43;8004303;"CAME SPA";"PZ";2000;2000;01/06/2018;342;1;"119EM379";"PROGRAMMA";" ";" "
"A569001";"RUOTA DI RINVIO";"<1260>";"S0000065";2018;28;8004303;"CAME SPA";"PZ";1000;1000;01/07/2018;171;1;"119EM379";"PROGRAMMA";" ";" "
"A569001";"RUOTA DI RINVIO";"<1260>";"S0000067";2018;27;8004303;"CAME SPA";"PZ";1000;1000;01/09/2018;171;1;"119EM379";"PROGRAMMA";" ";" "
"A585001";"COPERCHIETTO";"<1690>";"S0000053";2018;20;8004303;"CAME SPA";"PZ";500;500;01/06/2018;245.5;1;"119DM874";"PROGRAMMA";" ";" "
"A585001";"COPERCHIETTO";"<1690>";"S0000065";2018;18;8004303;"CAME SPA";"PZ";500;500;01/07/2018;245.5;1;"119DM874";"PROGRAMMA";" ";" "
"A585101";"COPERCHIO MOTORIDUTTORE M871";"<1635>";"S0000053";2018;19;8004303;"CAME SPA";"PZ";450;450;01/06/2018;1598.85;1;"119DM871";"PROGRAMMA";" ";" "
"A585101";"COPERCHIO MOTORIDUTTORE M871";"<1635>";"S0000065";2018;17;8004303;"CAME SPA";"PZ";330;330;01/07/2018;1172.49;1;"119DM871";"PROGRAMMA";" ";" "
"A585101";"COPERCHIO MOTORIDUTTORE M871";"<1635>";"S0000066";2018;14;8004303;"CAME SPA";"PZ";180;180;01/08/2018;639.54;1;"119DM871";"PROGRAMMA";" ";" "
"A585101";"COPERCHIO MOTORIDUTTORE M871";"<1635>";"S0000067";2018;17;8004303;"CAME SPA";"PZ";300;300;01/09/2018;1065.9;1;"119DM871";"PROGRAMMA";" ";" "
"A585201";"TEGOLO COPRIFORO";"<1692>";"S0000066";2018;15;8004303;"CAME SPA";"PZ";1500;1500;01/08/2018;282;1;"119DM873";"PROGRAMMA";" ";" "
"A585301";"MANOPOLA DI BLOCCO";"<1691>";"S0000053";2018;21;8004303;"CAME SPA";"PZ";4000;4000;01/06/2018;412;1;"119DM875";"PROGRAMMA";" ";" "
"A585301";"MANOPOLA DI BLOCCO";"<1691>";"S0000065";2018;19;8004303;"CAME SPA";"PZ";2000;2000;01/07/2018;206;1;"119DM875";"PROGRAMMA";" ";" "
"A587001";"GRIGLIA PROTEZIONE CAMPANA";"in Polylac pa 727 <627>";"P0000323";2018;1;8004484;"MACAP S.R.L.";"PZ";3000;3000;15/06/2018;828;1;"C0007M101B";234;" ";" "
"A605951";"FASCIA DI BASE SENZA SCRITTA";"GRIGIO SCURO <2176>";"P0000130";2018;4;8002927;"SERAI srl";"PZ";1000;1000;06/07/2018;1498;1;"AMP C211-03/BN";35331;" ";" "
"A606080";"PANNELLO ANTERIORE NEUTRO";"<217401>";"P0000130";2018;3;8002927;"SERAI srl";"PZ";1000;1000;06/07/2018;479;1;"AMP C211-03/AN";35331;" ";" "
"A608102";"TEGOLO PER PORTASCHEDA BK";"119BL489A  <1974> tara gr 470";"S0000053";2018;6;8004303;"CAME SPA";"PZ";1000;1000;01/06/2018;207;1;"119BL489A";"PROGRAMMA";" ";" "
"A608102";"TEGOLO PER PORTASCHEDA BK";"119BL489A  <1974> tara gr 470";"S0000067";2018;6;8004303;"CAME SPA";"PZ";1000;1000;01/09/2018;207;1;"119BL489A";"PROGRAMMA";" ";" "
"A608202";"SUPPORTO QUADRO ELETTRICO BK";"119BV968 <1975> imballo pz.60";"S0000053";2018;17;8004303;"CAME SPA";"PZ";1200;1200;01/06/2018;1516.8;1;"119BV968";"PROGRAMMA";" ";" "
"A608202";"SUPPORTO QUADRO ELETTRICO BK";"119BV968 <1975> imballo pz.60";"S0000065";2018;15;8004303;"CAME SPA";"PZ";600;600;01/07/2018;758.4;1;"119BV968";"PROGRAMMA";" ";" "
"A608202";"SUPPORTO QUADRO ELETTRICO BK";"119BV968 <1975> imballo pz.60";"P0000393";2018;1;8004303;"CAME SPA";"PZ";600;600;09/07/2018;758.4;1;"119BV968";4520145406;" ";" "
"A608202";"SUPPORTO QUADRO ELETTRICO BK";"119BV968 <1975> imballo pz.60";"P0000409";2018;1;8004303;"CAME SPA";"PZ";600;600;13/07/2018;758.4;1;"119BV968";4520146250;" ";" "
"A608202";"SUPPORTO QUADRO ELETTRICO BK";"119BV968 <1975> imballo pz.60";"S0000066";2018;12;8004303;"CAME SPA";"PZ";600;600;01/08/2018;758.4;1;"119BV968";"PROGRAMMA";" ";" "
"A608202";"SUPPORTO QUADRO ELETTRICO BK";"119BV968 <1975> imballo pz.60";"S0000067";2018;15;8004303;"CAME SPA";"PZ";600;600;01/09/2018;758.4;1;"119BV968";"PROGRAMMA";" ";" "
"A609311";"TERMINALE DI TESTA INFER. NERO";"_S/SCRITTA CAME rev. 3 <2146>";"S0000053";2018;40;8004303;"CAME SPA";"PZ";1280;1280;01/06/2018;780.8;1;"119EL851B";"PROGRAMMA";" ";" "
"A609311";"TERMINALE DI TESTA INFER. NERO";"_S/SCRITTA CAME rev. 3 <2146>";"S0000065";2018;26;8004303;"CAME SPA";"PZ";640;640;01/07/2018;390.4;1;"119EL851B";"PROGRAMMA";" ";" "
"A609311";"TERMINALE DI TESTA INFER. NERO";"_S/SCRITTA CAME rev. 3 <2146>";"S0000067";2018;25;8004303;"CAME SPA";"PZ";1280;1280;01/09/2018;780.8;1;"119EL851B";"PROGRAMMA";" ";" "
"A609320";"TERMINALE DI TESTA SUPERIORE *";"*  <2146>";"S0000053";2018;39;8004303;"CAME SPA";"PZ";1280;1280;01/06/2018;780.8;1;"119EL851A";"PROGRAMMA";" ";" "
"A609320";"TERMINALE DI TESTA SUPERIORE *";"*  <2146>";"S0000065";2018;25;8004303;"CAME SPA";"PZ";640;640;01/07/2018;390.4;1;"119EL851A";"PROGRAMMA";" ";" "
"A609320";"TERMINALE DI TESTA SUPERIORE *";"*  <2146>";"P0000421";2018;1;8004303;"CAME SPA";"PZ";640;640;02/07/2018;390.4;1;"119EL851A";4520146881;" ";" "
"A609320";"TERMINALE DI TESTA SUPERIORE *";"*  <2146>";"S0000067";2018;24;8004303;"CAME SPA";"PZ";1280;1280;01/09/2018;780.8;1;"119EL851A";"PROGRAMMA";" ";" "
"A609330";"PATTINO INFERIORE BIANCO **";"<2147>";"S0000053";2018;42;8004303;"CAME SPA";"PZ";1250;1250;01/06/2018;602.5;1;"119EL853B";"PROGRAMMA";" ";" "
"A609330";"PATTINO INFERIORE BIANCO **";"<2147>";"P0000399";2018;1;8004303;"CAME SPA";"PZ";1125;20;22/06/2018;9.64;1;"119EL853B";4520145637;" ";" "
"A609330";"PATTINO INFERIORE BIANCO **";"<2147>";"S0000065";2018;27;8004303;"CAME SPA";"PZ";1125;1125;01/07/2018;542.25;1;"119EL853B";"PROGRAMMA";" ";" "
"A609330";"PATTINO INFERIORE BIANCO **";"<2147>";"S0000066";2018;21;8004303;"CAME SPA";"PZ";1125;1125;01/08/2018;542.25;1;"119EL853B";"PROGRAMMA";" ";" "
"A609330";"PATTINO INFERIORE BIANCO **";"<2147>";"S0000067";2018;26;8004303;"CAME SPA";"PZ";1125;1125;01/09/2018;542.25;1;"119EL853B";"PROGRAMMA";" ";" "
"A609340";"PATTINO SUPERIORE BIANCO **";"<2147>";"S0000053";2018;41;8004303;"CAME SPA";"PZ";1250;1250;01/06/2018;472.5;1;"119EL853A";"PROGRAMMA";" ";" "
"A609500";"COPERCHIO MOTORIDUTTORE BK dis";".490 grigio <1993>imb.pz.14";"P0000335";2018;1;8004303;"CAME SPA";"PZ";812;812;03/07/2018;2877.73;1;"119BL490";4520142494;" ";" "
"A609500";"COPERCHIO MOTORIDUTTORE BK dis";".490 grigio <1993>imb.pz.14";"P0000335";2018;2;8004303;"CAME SPA";"PZ";210;210;03/07/2018;744.24;1;"119BL490";4520142494;" ";" "
"A611020";"DISTANZIALE D.12X8.5 GRIGIO*";"<1876>";"P0000418";2018;2;9010751;"CARRIER CR HUNGARY  Ltd.";"PZ";1500;1500;02/07/2018;720;1;30276630;18006521;" ";" "
"A612020";"SERRANDA PER BOCCHETTONE ROBUR";"-NERO <2071>";"P0000397";2018;6;8004278;"MAZZER LUIGI S.P.A.";"PZ";3000;3000;15/07/2018;432;1;"S000SEB02/AQQ";15591;" ";" "
"A612030";"BOCCHETTONE ROBUR NERO";"<2072>";"P0000397";2018;5;8004278;"MAZZER LUIGI S.P.A.";"PZ";2000;2000;15/07/2018;1730;1;"S000B0B07/QQQ";15591;" ";" "
